,PDB code,Resolution (A),Bnet
111157,3R0X,1.93,0.8900813632
111158,5CXR,2,0.890070626
111159,3FC5,2.59,0.8900641525
111160,1EZF,2.15,0.8900589073
111161,1KTD,2.4,0.890053157
111162,5ALS,2.57,0.8900356057
111163,3EXA,2.3,0.8900321047
111164,1YBO,2.3,0.8900175026
111165,1OHW,2.3,0.8900134998
111166,4FDO,2.4,0.8900031796
111167,1EGV,1.75,0.8899969731
111168,2C89,1.85,0.8899880481
111169,4ID5,1.95,0.8899843149
111170,3HNH,1.8,0.889980143
111171,5KDV,1.93,0.889957486
111172,4XAY,1.84,0.8899517845
111173,6VHT,1.84,0.8899494485
111174,4N17,1.5,0.8899414366
111175,9B8U,2.9,0.8899390689
111176,7CIL,2.3,0.8899267137
111177,6EEK,2.2,0.8899195095
111178,3K8C,2.1,0.8899117663
111179,8X5Z,1.8,0.8899019005
111180,6N48,3.2,0.8898888539
111181,2XD6,2.2,0.8898859286
111182,6KSC,2.4,0.8898845533
111183,8EWQ,2.25,0.8898708092
111184,5L3W,2.4,0.8898674841
111185,3SMC,1.8,0.8898588498
111186,3KJ6,3.4,0.8898578715
111187,8GRD,2.7,0.8898319664
111188,1XGV,2.2,0.8898190876
111189,1VRP,2.1,0.8898069591
111190,4E4B,2.8,0.8898017273
111191,8J7Q,1.69,0.88978642
111192,3P0I,3.13,0.8897754528
111193,5ZLK,2.6,0.8897653349
111194,4CLL,1.7,0.8897628868
111195,3BLE,2,0.8897343553
111196,7C2F,2.03,0.8897267305
111197,5QM7,2.04,0.8897211184
111198,4APU,1.9,0.8897201414
111199,6DKM,2.38,0.8897200409
111200,5XA3,2.2,0.8897189296
111201,7DLV,2.53,0.8897070111
111202,2HCF,1.8,0.8897017416
111203,7L0B,1.65,0.8896940554
111204,7GMN,2.19,0.889692328
111205,6XGZ,2.6,0.8896732956
111206,3T4K,1.77,0.8896688276
111207,3NT5,2.9,0.8896537737
111208,5AGO,1.9,0.8896499844
111209,1M4S,1.87,0.8896274514
111210,4YXH,2.7,0.8896209909
111211,4WTA,2.8,0.8896049296
111212,6S2X,1.71,0.8896011606
111213,5YDA,2.35,0.8895945887
111214,3PG2,1.8,0.889562066
111215,1WVL,2.6,0.889559613
111216,3SHM,3.02,0.8895241988
111217,4WBX,2.3,0.889519607
111218,3MUI,1.8,0.8895107578
111219,3OOX,1.44,0.8894859937
111220,6ZZC,2.93,0.8894821261
111221,2D8N,2.2,0.8894817357
111222,5NW2,2.2,0.8894723718
111223,6QSQ,2,0.889468862
111224,5GZS,2.6,0.8894664732
111225,5LLI,2.4,0.8894539385
111226,3CT1,1.51,0.8894315168
111227,3IV8,2.53,0.8894302384
111228,7BPI,2.4,0.8894231271
111229,7GEO,1.5,0.8894189461
111230,5ZJC,0.96,0.889410868
111231,5OJJ,1.85,0.8894082378
111232,4GKO,3.3,0.8894077528
111233,1H3W,2.85,0.8893910193
111234,8P6G,1.95,0.8893793459
111235,5D57,2.8,0.889377467
111236,4HQ0,3,0.8893633898
111237,1KY8,2.4,0.8893375573
111238,6VTF,2.71,0.8893272032
111239,4LB2,2.8,0.889320977
111240,5A0U,2.4,0.8893118227
111241,6OK1,1.7,0.8893073416
111242,3PRV,2.69,0.8892497074
111243,4ZIU,2.7,0.889230951
111244,4NH2,2.3,0.8892213144
111245,6BUM,1.51,0.8892112169
111246,1QNV,2.5,0.889207331
111247,3ZYX,2.2,0.8892061482
111248,2UZX,2.8,0.8892023378
111249,4FET,1.91,0.8891432901
111250,5WO7,3.25,0.8891371514
111251,2IRV,2.3,0.8891284074
111252,5E34,2.7,0.889125048
111253,6T41,2.45,0.8891199142
111254,5FY5,2.47,0.8891087239
111255,2WMZ,2.9,0.8890906164
111256,5BS9,1.98,0.8890877452
111257,3JWB,1.63,0.8890823591
111258,1WOK,3,0.889061955
111259,7Q7U,1.78,0.8890257549
111260,5N0X,1.67,0.8890170635
111261,4JR0,1.8,0.8890076304
111262,8ILA,2.79,0.8889916287
111263,8TIZ,3.11,0.8889883346
111264,7MNY,2.7,0.8889740694
111265,4TXY,3,0.8889249406
111266,2OJT,1.95,0.8889075349
111267,2OKQ,1.8,0.8889061696
111268,2HKL,2.6,0.8888959384
111269,5LPN,2.8,0.8888945198
111270,4UGZ,2.08,0.8888850987
111271,2H5L,2.8,0.8888640803
111272,7XB5,3.44,0.8888363291
111273,3CIH,2.33,0.8888261907
111274,9MDM,1.63,0.8888088816
111275,8IYF,1.9,0.8888049483
111276,6TLT,2.11,0.8888019662
111277,5C8B,2.7,0.888791713
111278,7P2H,2.15,0.8887885496
111279,2B01,2.2,0.8887865503
111280,6C4K,2.65,0.8887821532
111281,6IXX,2,0.888752372
111282,1RXU,3.1,0.8887399932
111283,3GPO,1.9,0.8887195107
111284,8T5K,1.95,0.8886790871
111285,1O05,2.25,0.888669527
111286,7GFC,2.23,0.8886537448
111287,3D5Q,2.55,0.8886509804
111288,5QN1,2.2,0.8886179096
111289,4AS1,2.02,0.8885957316
111290,3EO7,1.8,0.8885531053
111291,2JGE,2.6,0.8885116547
111292,6LBJ,2.7,0.8884974084
111293,7EFN,3.2,0.8884724453
111294,5X02,2.4,0.8884551212
111295,8SW6,1.76,0.888433335
111296,5LQ9,1.9,0.8884197209
111297,1V3T,2.3,0.8884162267
111298,6L0V,1.35,0.8883845693
111299,6KEW,2.29,0.8883507895
111300,1R0O,2.24,0.8883257663
111301,2ZKE,2.6,0.8883177376
111302,4CZD,2.23,0.8882577908
111303,6N6W,3.25,0.8882429948
111304,8CPI,2.1,0.8882398121
111305,1T4G,2,0.8882381586
111306,4N1E,2.23,0.8882174097
111307,6QIB,2.8,0.8881994123
111308,5MCP,2.4,0.888180397
111309,3B7X,2.1,0.8881799153
111310,6TOW,2.05,0.8881680352
111311,4PCB,2.5,0.8881657242
111312,8R19,1.91,0.8881607783
111313,6CC7,1.87,0.8881448422
111314,3FUD,2.2,0.8881317719
111315,8I4I,2.2,0.8881250833
111316,3LSJ,2.3,0.8881186081
111317,1KNA,2.1,0.8881066552
111318,2X2R,2.2,0.8880804989
111319,4B2W,2.36,0.888064668
111320,3W15,1.8,0.888062163
111321,7SJH,1.87,0.8880485306
111322,2D3U,2,0.8880367249
111323,4FPE,2.18,0.8880353114
111324,3G10,2.6,0.888028451
111325,3WKR,2.8,0.8880220714
111326,2PB2,1.91,0.8880014922
111327,1OYN,2,0.8879730145
111328,3K3C,1.62,0.8879674808
111329,8WY3,2.78,0.8879527138
111330,2RF5,2.3,0.8879514452
111331,8DH2,2.9,0.8879309771
111332,7A8S,1.58,0.8878877139
111333,1GK3,2.25,0.8878658987
111334,1I7M,2.24,0.8878488073
111335,9FX4,1.59,0.8878261556
111336,1ZGY,1.8,0.8878219716
111337,5FDZ,2.4,0.8878186667
111338,3JZD,2.1,0.8878154129
111339,4BOC,2.65,0.8877839347
111340,3P4G,1.7,0.8877825285
111341,5MLQ,3.18,0.8877693291
111342,6M28,3,0.8877634101
111343,1Z6B,2.09,0.8877631291
111344,5KF2,1.9,0.8877506098
111345,6KPB,2.4,0.887730384
111346,4HNW,2.8,0.8877283347
111347,1K4E,2,0.887721518
111348,1U8P,3.23,0.8876993915
111349,2Y2L,2.07,0.887696619
111350,7R3U,1.86,0.8876907025
111351,7XIU,2.09,0.8876860986
111352,5YFZ,2.16,0.8876707329
111353,4DY7,2.8,0.8876661979
111354,5JZE,2.47,0.8876216822
111355,4TYS,3.25,0.8876186088
111356,3MGR,2.3,0.8876178441
111357,7K9U,1.92,0.887604797
111358,9CX8,1.67,0.8876029909
111359,8SSM,2.48,0.8875998507
111360,5WCI,1.78,0.8875979475
111361,2G09,2.1,0.8875912904
111362,6Q2M,2.75,0.8875887618
111363,2ZK0,2.36,0.8875679843
111364,8UJL,1.91,0.8875612671
111365,8JVV,2.3,0.8875502086
111366,2Z2T,2.1,0.8875465592
111367,6DV1,2.2,0.8875342716
111368,2GKS,2.31,0.88749738
111369,6Z3L,2.51,0.8874967236
111370,8WG1,2.34,0.8874957266
111371,7PZA,2.72,0.887490953
111372,5BT2,2.2,0.8874845672
111373,5OCD,3.06,0.887481233
111374,5OQ4,2.7,0.8874468201
111375,4FZ1,3.36,0.8874408699
111376,4L33,2.1,0.8874198075
111377,2EFY,2.35,0.8874063545
111378,3WEE,3.1,0.8873830121
111379,4JO1,2.03,0.8873792806
111380,7VH4,2.3,0.8873728278
111381,2PX3,3.2,0.8873536432
111382,1ZHN,2.8,0.8873516508
111383,7NWC,2.38,0.8873393721
111384,5QMH,2.08,0.8873223822
111385,4DVW,2.2,0.8873192597
111386,5I70,3,0.8873165992
111387,2NLY,2.5,0.887312921
111388,4BII,1.95,0.8872962378
111389,4CQC,2.2,0.8872913029
111390,4OKF,1.54,0.8872577896
111391,4GQ2,2.4,0.8872515601
111392,6HI9,2.08,0.8872508038
111393,1IQP,2.8,0.88724531
111394,6LFV,1.9,0.8872342173
111395,5GLS,1.93,0.8872250845
111396,3NGD,2.8,0.8871765523
111397,2ZE4,2.5,0.8871700192
111398,8FE9,3.2,0.8871152311
111399,3Q75,2.14,0.8871103882
111400,3ESV,2,0.887107116
111401,1N24,2.3,0.8870821433
111402,7NNB,2.19,0.8870642892
111403,6P74,2.2,0.8870471074
111404,7W1F,2.9,0.8870400979
111405,6W0P,2.23,0.8870354219
111406,1LJL,2.01,0.8870116833
111407,1V74,2,0.8869994678
111408,4C8L,1.7,0.8869776737
111409,8KE3,1.9,0.8869698315
111410,7CV9,2.46,0.8869262823
111411,1V0F,2.55,0.8869112894
111412,7FN1,1.44,0.8868836318
111413,4L0L,2.1,0.8868677062
111414,8Q5N,2.65,0.8868629953
111415,3CNP,2.5,0.8868568376
111416,6V3R,2.66,0.8868541259
111417,2HNH,2.3,0.8868130885
111418,4XBK,1.95,0.8868090646
111419,1U7V,2.7,0.8867749981
111420,8EB0,3.03,0.886770368
111421,7PKL,2.35,0.8867648679
111422,2ILL,2.2,0.8867636256
111423,3AGX,1.85,0.8867582635
111424,6TT1,1.8,0.8867492425
111425,1O7H,2.2,0.8867275764
111426,7PZX,2.39,0.8867235863
111427,7UAJ,3.25,0.8866971023
111428,5SIH,1.9,0.8866765926
111429,7PLQ,2.13,0.8866685551
111430,7MDE,2.7,0.8866651558
111431,4FRQ,2.35,0.8866601049
111432,1DVM,2.4,0.8866565523
111433,5H0N,2.8,0.886645875
111434,2QEL,2.29,0.8866316234
111435,5A4Q,2.37,0.8866124939
111436,5GU6,2,0.886611588
111437,6NHK,2.78,0.8865991442
111438,1K2T,2.2,0.8865652335
111439,4XVW,2.6,0.886554473
111440,3RSH,1.95,0.8865473676
111441,5I42,3.3,0.886539643
111442,3W21,1.98,0.8865332663
111443,8DJV,2.08,0.8865316024
111444,3H2U,2.75,0.8865185661
111445,3HIM,2.2,0.8865167685
111446,6L80,2,0.8864985965
111447,6TXH,2.2,0.8864870485
111448,4OQE,2.2,0.8864771059
111449,4CBI,3,0.8864466323
111450,7VFM,2.28,0.886437045
111451,5CT3,2,0.8864288856
111452,3IW1,2,0.8864273316
111453,7N10,1.65,0.8864187641
111454,8C5G,2.7,0.8864167583
111455,1R6M,2,0.8864133648
111456,1RI3,2.5,0.8864107127
111457,3H6H,2.9,0.8863847268
111458,2J7U,1.85,0.886357864
111459,7KPB,3,0.8863558045
111460,9KHA,2.2,0.8863524019
111461,3G4S,3.2,0.8863417806
111462,2WYV,1.86,0.8863414485
111463,5Z0S,2.45,0.8863413367
111464,8WM1,2.74,0.8863332582
111465,4FI4,2,0.8863286992
111466,3CQA,1.8,0.8863124486
111467,8QND,1.9,0.8862925136
111468,6BV1,2,0.8862819986
111469,1OQH,2.4,0.8862771463
111470,8X4P,2.6,0.8862739374
111471,6IYI,2.2,0.8862732225
111472,7ZRA,2.8,0.8862483139
111473,5OFY,2.8,0.8862450685
111474,3PP3,2.51,0.8862422194
111475,8PYM,2.65,0.886211712
111476,5C4Y,1.77,0.8862019266
111477,5M41,2.1,0.886200193
111478,4G6Q,2.08,0.8861899315
111479,7KB8,2.38,0.8861623376
111480,4WWP,2.4,0.8861158736
111481,3OQ1,2.6,0.8861147338
111482,6A92,1.58,0.8861024464
111483,7WUD,1.9,0.886101502
111484,7CET,2.64,0.8860672204
111485,4IL5,2.03,0.8860378677
111486,8SCU,2.38,0.8860284662
111487,6ODD,2,0.8860263379
111488,5KAU,1.95,0.8860152074
111489,3VVI,1.25,0.8860065058
111490,4ND4,2.2,0.886002709
111491,5HUC,2.45,0.8859934968
111492,9FPA,2.18,0.885981939
111493,3IHD,1.88,0.8859613287
111494,4WPI,3.4,0.8859046601
111495,8ASN,2.57,0.8858985082
111496,8T0J,2.59,0.8858972759
111497,2C70,2.06,0.8858589409
111498,7DSU,3.2,0.8858588708
111499,7FLD,1.51,0.8858529352
111500,1GV1,2.5,0.8858526282
111501,5V6U,2.8,0.8858520075
111502,7YI7,2.8,0.885846127
111503,2QPL,2.1,0.8858431451
111504,2PQA,2.5,0.8858347935
111505,5VH0,2.06,0.8858081074
111506,8EAA,1.57,0.885783511
111507,8HIT,3.2,0.885716861
111508,4F64,2.05,0.8857168258
111509,6L0W,1.59,0.88571115
111510,5G56,2.64,0.8856984912
111511,6CVR,1.88,0.8856930371
111512,4ZMP,2.15,0.8856910814
111513,8EDR,2.64,0.8856802474
111514,6V74,2.32,0.8856690708
111515,7GFM,1.7,0.8856617287
111516,2VQG,1.82,0.8856452491
111517,8TZ0,2.47,0.8856403001
111518,5JK5,2.07,0.8856295256
111519,2BC4,2.27,0.8856249178
111520,2ZZ8,2.01,0.8856008638
111521,5G0S,1.74,0.8855770645
111522,3N5Q,2.9,0.8855695612
111523,6FYK,2.39,0.8855354397
111524,2XEC,2.2,0.8855291659
111525,5GTN,1.85,0.8855224758
111526,3RDP,2.8,0.8855212381
111527,2QQS,2.82,0.8855188541
111528,4L3J,2.1,0.8854925589
111529,6UBQ,1.3,0.8854699938
111530,6T4Y,1.95,0.8854521081
111531,5KJX,1.9,0.8854452999
111532,6M7H,1.6,0.8854228522
111533,6UKZ,1.52,0.8854020959
111534,7U0R,1.8,0.8853751941
111535,7AM8,2.04,0.8853731921
111536,4XR5,2.05,0.8853501896
111537,4YO9,2.3,0.885330304
111538,3S4Q,2.27,0.8853128098
111539,8OZS,2.4,0.8852980748
111540,7XYQ,2.85,0.8852907121
111541,2Z8W,2.45,0.8852499424
111542,1HCI,2.8,0.8852486603
111543,7W64,2.3,0.8852422452
111544,5OBR,2.62,0.8852301517
111545,4NK8,2.29,0.8852176884
111546,4ZI3,2,0.8851861679
111547,2CG2,2.1,0.8851826209
111548,6Z1D,2.71,0.885165324
111549,7MYC,1.9,0.8851443172
111550,4EAF,1.55,0.885141948
111551,2J2I,1.9,0.885120154
111552,8BUS,3.26,0.8851166452
111553,6PTM,2,0.8850457753
111554,4C8O,1.75,0.8850380186
111555,3MV5,2.47,0.8850201481
111556,6JQQ,2.4,0.8850032142
111557,1SPX,2.1,0.8850011719
111558,1ZMG,2.5,0.8849918546
111559,2XGO,2.6,0.8849479075
111560,2FHQ,1.87,0.884939546
111561,5N4V,1.85,0.8849376354
111562,3DCM,2,0.8849167282
111563,4IY4,2.9,0.8849072548
111564,5G1R,1.9,0.8849011319
111565,5TVW,2.5,0.8848822952
111566,8IP2,1.81,0.8848816591
111567,7C1S,2.59,0.884855166
111568,8H4Z,2.2,0.8848523084
111569,7JKS,3.45,0.8848496121
111570,1TZH,2.6,0.8848201628
111571,3G2N,2.1,0.8847812084
111572,2XSB,2.11,0.884776766
111573,8PXP,2.01,0.8847528871
111574,6LNK,2.64,0.8847018767
111575,1YGA,2,0.8846988378
111576,2VGB,2.73,0.8846622527
111577,1X1U,2.3,0.884647944
111578,3OMW,2.87,0.8846345101
111579,5ACB,2.7,0.8846295709
111580,1W37,2,0.8845986968
111581,2CEO,2.8,0.8845942499
111582,3N00,2.6,0.884584415
111583,4B92,2.9,0.8845651314
111584,1GW0,2.4,0.8845428072
111585,2YGX,2.39,0.8845343128
111586,5TFQ,1.07,0.8845296552
111587,6QEH,2.17,0.8845206525
111588,7M4C,1.95,0.8844685654
111589,5AGV,1.93,0.8844020568
111590,6YYY,2.29,0.8843690031
111591,6XIH,2.65,0.8843527787
111592,7UQN,1.7,0.88433681
111593,3UXI,2.73,0.8843295489
111594,6TUD,3,0.8843155089
111595,5CX2,2.21,0.8843130817
111596,5JGH,2.6,0.8842911582
111597,2GT1,1.9,0.8842430037
111598,8T2L,2.24,0.8842341722
111599,5TFO,2.51,0.8841939231
111600,3A8Y,2.3,0.8841871004
111601,4OA8,2.15,0.8841799025
111602,7U9F,2.7,0.8841426213
111603,2OGK,3,0.8841302409
111604,6IE1,2.48,0.8841115601
111605,5NIE,2.6,0.8840835688
111606,8JS7,2.85,0.884052698
111607,7OWN,2.1,0.8840416612
111608,5J9N,1.64,0.8840248496
111609,7CKK,2.35,0.8840145512
111610,7VRG,2.4,0.8839896005
111611,1J20,2,0.8839645088
111612,2EW1,2,0.8839644663
111613,5M4M,2.4,0.8839522904
111614,3E9B,2.15,0.8839465326
111615,3MH2,2.3,0.8839387742
111616,2FVS,2.35,0.8839360736
111617,5TO7,2.6,0.8839340045
111618,1I3A,2.15,0.883913447
111619,9ILO,2.21,0.8839133691
111620,6KEJ,1.85,0.8838950828
111621,3AWP,1.8,0.8838860641
111622,2C6N,3,0.8838758623
111623,6EZT,2.6,0.8838123508
111624,3H8N,2.5,0.8837849341
111625,4KG3,1.7,0.8837828461
111626,6AL2,2.8,0.8837763487
111627,4MYU,3,0.8837741143
111628,2HOY,2.2,0.883759199
111629,6P8T,3.15,0.8837576822
111630,5R0E,1.59,0.8837484293
111631,4KHY,2.25,0.883734965
111632,3SC3,3,0.8837125732
111633,7Q50,3.16,0.88370699
111634,7LGA,1.9,0.8836699365
111635,7SZP,1.8,0.8836671757
111636,7ER1,2.2,0.8836581188
111637,5VI9,1.95,0.8836570694
111638,5ECR,1.72,0.8836338042
111639,6DBG,1.51,0.8836333255
111640,2YEU,2,0.8836315844
111641,6PAX,2.5,0.8835996268
111642,4J2T,3.2,0.8835913125
111643,3LNT,2.1,0.8835537971
111644,1M35,2.4,0.8835295757
111645,4RAE,2.59,0.8835255359
111646,8V4P,2.3,0.8835240089
111647,1LZX,2,0.883519405
111648,8C9V,1.5,0.8835007033
111649,5WZJ,2.1,0.8834966167
111650,6UMY,0.92,0.8834781009
111651,5Y1I,2,0.8834652691
111652,5IR2,2.08,0.8834348799
111653,3CZL,2,0.8834296268
111654,2ZPC,2.35,0.8834201552
111655,3O38,1.95,0.8834119281
111656,5W39,2.48,0.883394244
111657,5EYH,2.5,0.8833804582
111658,7KV2,1.8,0.8833209983
111659,2IF4,2.85,0.8833184359
111660,3TBS,2.49,0.8833073855
111661,1X86,3.22,0.8832907178
111662,4DNK,2.2,0.8832881435
111663,4HQM,2.55,0.8832805074
111664,1KH2,2.3,0.8832741161
111665,5CPR,2.22,0.8832672973
111666,3MQE,2.8,0.8832655409
111667,5TLO,2.28,0.8832568313
111668,5NNH,2.2,0.8832487361
111669,9K7O,1.9,0.883231921
111670,9IML,2.78,0.8832099198
111671,7FK9,1.35,0.883200368
111672,7P0U,1.99,0.883174784
111673,5R02,1.66,0.8831726835
111674,4DK1,3.5,0.8831717257
111675,6R9P,2.98,0.883158834
111676,5CIK,2.2,0.8831543553
111677,2ZL2,2.5,0.8831508639
111678,4J6C,1.9,0.8831421471
111679,2Y5Q,3.2,0.8831188266
111680,8HM5,2.43,0.8831127677
111681,5Y0Q,2.1,0.8830729841
111682,2VDJ,2,0.8830597282
111683,6UF5,2.8,0.8830574484
111684,2V9U,2.59,0.8830538358
111685,6F9N,2.5,0.8830429959
111686,4NYP,2,0.8830330566
111687,5U1Z,1.6,0.8829903368
111688,7OAJ,1.93,0.8829800122
111689,7RHE,2.3,0.8829613008
111690,5FEG,2.8,0.8829601961
111691,6X9J,1.79,0.8829555352
111692,1SO2,2.4,0.8829457637
111693,2X67,2.16,0.8829299788
111694,1EV7,2.38,0.8829150034
111695,7MJZ,2.08,0.8828999699
111696,6JMN,2.5,0.8828608508
111697,1OB1,2.9,0.8828586889
111698,2WPL,1.82,0.8828395525
111699,4A8W,3.04,0.8828214819
111700,2HXG,2.8,0.8828051509
111701,6U6Y,2.47,0.8828011653
111702,6ZH0,2.5,0.8827892891
111703,8HZ4,3.2,0.8827663612
111704,7S70,2.6,0.8827662239
111705,3VZQ,2,0.8827622028
111706,6R9O,3.32,0.8827472796
111707,6T3H,3.04,0.8827313966
111708,8BBO,2.75,0.8827247705
111709,6USR,2.93,0.8827133744
111710,7DUU,2.51,0.882701672
111711,7KCP,2.15,0.8826925226
111712,6IJK,2,0.8826859115
111713,6NYC,1.89,0.8826734519
111714,7OG2,2.8,0.8826636786
111715,5MUF,3.1,0.8826415099
111716,6JLH,2.37,0.8826291591
111717,5QMA,2.14,0.8826216603
111718,9BCM,2.36,0.8826200337
111719,4J8L,1.65,0.8826191213
111720,7GCG,1.89,0.8825928496
111721,6CHZ,1.68,0.8825798705
111722,4J4O,1.73,0.8825566012
111723,1JX1,2.3,0.8825353206
111724,7FHY,2.2,0.882525353
111725,5KRL,2.4,0.8824892654
111726,3EZP,2.65,0.8824804886
111727,5YZM,2.3,0.8824693436
111728,6P1B,1.94,0.8824656129
111729,8IT7,2.8,0.8824486589
111730,1Q6S,2.2,0.8824339454
111731,8Q0E,3.15,0.8824307952
111732,5YO2,3,0.8824137134
111733,8IM3,2.78,0.8824020221
111734,3O9C,1.85,0.8823880274
111735,2BVL,2.2,0.8823817778
111736,4R8Q,2.31,0.8823754179
111737,4ZSA,2,0.8823540374
111738,5WEW,3.18,0.8823539624
111739,3X27,2.48,0.8823334344
111740,3P1C,1.82,0.8823253616
111741,5FA2,2,0.8822904148
111742,1M9H,2,0.8822408023
111743,2F3K,1.6,0.8822283937
111744,5HMY,2.1,0.8822217228
111745,4N4N,2.2,0.8822077822
111746,3AIU,2.2,0.8822048931
111747,5IQZ,2.33,0.8822016187
111748,5D2C,2.06,0.8821851542
111749,7KTB,1.58,0.8821708681
111750,5U7M,3.02,0.8821639821
111751,7PY9,2.03,0.8821633834
111752,4X5B,2.47,0.8821625481
111753,6HEK,3.03,0.8821482611
111754,3G67,2.17,0.8821411487
111755,4GM6,2,0.8821381145
111756,3IIJ,1.76,0.882127307
111757,3B8T,3,0.8821083804
111758,6AI8,2.3,0.8821055409
111759,7RLL,1.9,0.8821034024
111760,6GFZ,2.3,0.8820902782
111761,4N06,2.4,0.8820891099
111762,8STP,3.09,0.8820567073
111763,1V4I,2.4,0.8820393908
111764,5WY3,3.2,0.8820259504
111765,7N7U,2.06,0.8820192504
111766,1Y1S,2.55,0.8820177292
111767,6UN2,0.97,0.8819929516
111768,2JH8,3.22,0.8819911294
111769,7P2T,2.3,0.8819732964
111770,1SJE,2.45,0.8819658168
111771,2C4F,1.72,0.881951625
111772,6I59,2.95,0.8819349285
111773,4M5U,2.2,0.8819183711
111774,4KGH,2.81,0.8819124232
111775,5XIH,2.2,0.881908297
111776,6S39,1.88,0.8819013657
111777,1AWC,2.15,0.8818984775
111778,6PHY,2,0.8818884451
111779,5HGB,2.4,0.8818872165
111780,5L0V,1.3,0.8818675301
111781,5YF6,2.1,0.8818432352
111782,6F14,1.87,0.8818317497
111783,3VY9,2.63,0.8817818535
111784,8BZV,1.8,0.8817721432
111785,1LL0,3.43,0.8817511244
111786,8JBW,2.65,0.8817483295
111787,8IQC,2,0.8816815552
111788,1NVJ,2.15,0.8816812532
111789,2BVM,2.55,0.8816695953
111790,2RB0,1.84,0.8816609113
111791,7TZ1,2.79,0.8816565868
111792,4DL2,2.15,0.8816443019
111793,1A0I,2.6,0.8816288386
111794,5LS6,3.47,0.8816025255
111795,6JBA,2,0.8815987347
111796,6KDX,2.44,0.8815836809
111797,4RMO,2.2,0.8815607454
111798,1M48,1.95,0.8815430557
111799,8XY8,2.39,0.8815332954
111800,7WFY,2.45,0.88150732
111801,5DG7,2.26,0.8815028192
111802,2CGH,1.8,0.881501854
111803,4UEA,2.62,0.8815016863
111804,7ULB,2.49,0.8814996562
111805,1RJF,2.25,0.8814928446
111806,7BRF,2.15,0.8814851697
111807,4EQ7,1.91,0.8814840948
111808,6JGE,1.92,0.8814837766
111809,7W2D,3.47,0.8814659965
111810,3QBO,2.36,0.8814568241
111811,6CKH,2.1,0.8814348484
111812,3HMN,2.7,0.8814282999
111813,6LVM,2.53,0.8814161375
111814,4TRN,1.95,0.8813938488
111815,2XK2,1.95,0.8813890849
111816,6EI4,2,0.881378177
111817,7GDP,1.82,0.881364852
111818,4ERW,2,0.8813478902
111819,7BYA,2.2,0.8813131159
111820,3TJE,1.93,0.8813102096
111821,1W7K,2.1,0.8813025445
111822,7DC8,2.76,0.8812715925
111823,7XBB,2.1,0.8812674027
111824,3NLG,2.38,0.8812609803
111825,3F7J,1.7,0.8812118969
111826,5R17,1.87,0.8811941482
111827,8J0P,2.4,0.881193798
111828,1H2D,2.6,0.8811853494
111829,4FQN,1.9,0.8811814293
111830,6UOI,1.95,0.881179699
111831,1D9F,3,0.8811514582
111832,1LQ1,2.3,0.8811421376
111833,4I60,2.5,0.8811409559
111834,5NNO,2.5,0.8811195319
111835,5WB9,2.4,0.8811187781
111836,2VE3,2.1,0.8811064809
111837,5WDR,1.6,0.8810799384
111838,4Z2C,3.19,0.8810788381
111839,5R06,1.67,0.8810461832
111840,3ULR,1.65,0.8810446466
111841,6H3X,2.09,0.8810318045
111842,1A4X,2.3,0.881025515
111843,6YE3,2.89,0.8810058196
111844,5T2Z,1.5,0.881003958
111845,3CLX,2.7,0.8809788699
111846,4WL0,2.89,0.88097511
111847,4Z9H,1.45,0.880963045
111848,6QDK,3.4,0.880937879
111849,3C2V,2.29,0.8809326341
111850,2C9A,2.7,0.8809167913
111851,8GKU,3.06,0.8808966427
111852,7EIX,1.9,0.8808765845
111853,5DQG,2.29,0.8808633986
111854,4XS2,2.73,0.8808586924
111855,7R5W,1.75,0.8808551565
111856,4S3G,2.5,0.8807929716
111857,6TYT,2.4,0.8807798288
111858,2BZ0,2.6,0.8807777689
111859,8CJB,2.5,0.8807579541
111860,1U40,2.8,0.8807332907
111861,1JPG,2.2,0.8807030752
111862,6VDP,2,0.8806813582
111863,9JQI,2.1,0.8806784014
111864,6KCP,1.8,0.8806749583
111865,5R0O,1.86,0.880651867
111866,4FX8,1.94,0.8806351008
111867,5XLA,2.1,0.880631087
111868,1R0W,2.2,0.8806187328
111869,2V21,2.4,0.8806165924
111870,2HUQ,2.2,0.88060591
111871,8C6Z,1.85,0.8805638263
111872,5GXT,2.25,0.8805573502
111873,4CEI,2.8,0.8805549589
111874,5NQV,1.95,0.880553876
111875,2PCK,2.6,0.8805357218
111876,3H3M,2.5,0.8805341729
111877,4Q1X,1.9,0.8805257231
111878,5CR3,1.8,0.8805227486
111879,1GVF,1.45,0.8805178535
111880,2O2Y,2.2,0.8805045821
111881,3FS4,2.22,0.8804962242
111882,4MXA,3,0.8804948721
111883,1B3V,2.4,0.8804610227
111884,4PWD,3,0.8804543204
111885,6DXH,2,0.8804486544
111886,2JJ2,2.4,0.8804336453
111887,4KT0,2.8,0.8804289348
111888,1RPQ,3,0.8804262321
111889,8SNJ,1.75,0.880408085
111890,5HB0,3.5,0.8803574614
111891,6QQW,1.8,0.8803538454
111892,5MMR,2,0.8803331304
111893,6CBG,2,0.8803174403
111894,4U4M,3.09,0.8803011168
111895,8UK9,3.1,0.8802942915
111896,6VMT,2.5,0.8802753531
111897,2V0P,1.8,0.8802713118
111898,6OOI,2.14,0.8802592237
111899,4XMQ,1.5,0.8802555586
111900,6ZSV,2.3,0.8802469319
111901,5NZK,2.45,0.88023982
